name,group,T0,T1,T2,T3,T4,T5,T6,T7,T8,T8,ID
"TITLE: Empirical Guidance on Scatterplot and Dimension Reduction Technique Choices WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Empirical Guidance on Scatterplot and Dimension Reduction Technique Choices,0.101248073814,0.124341305232,0.0994274117037,0.0907585300299,0.0907120577287,0.105069198171,0.0954533941758,0.0849349417131,0.103359305752,0.104695781679,68
"TITLE: Visualization of Shape Motions in Shape Space WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Visualization of Shape Motions in Shape Space,0.0892894437602,0.0911442712141,0.12035257517,0.0902954589378,0.102107270779,0.120202019246,0.0927545154585,0.08454605613,0.0993658372847,0.109942552019,69
"TITLE: Fast Blending Scheme for Molecular Surface Representation WORDS: new, used, volume, flow, tasks, novel, space, large, users, use",Fast Blending Scheme for Molecular Surface Representation,0.0794173694731,0.112547303961,0.112400903993,0.111595966668,0.114367342792,0.116210180232,0.0985845605692,0.0901311299664,0.0958187038423,0.0689265385029,70
"TITLE: Detecting Symmetry in Scalar fields Using Augmented Extremum Graphs WORDS: users, use, design, visualizations, interactive, new, space, large, flow, tasks",Detecting Symmetry in Scalar fields Using Augmented Extremum Graphs,0.0891978072247,0.116408815319,0.0691213769405,0.082204659461,0.111227740643,0.0812820726487,0.117860532674,0.124854455015,0.0999854149963,0.107857125078,71
"TITLE: Fast Generation of Virtual X-ray Images for Reconstruction of 3D Anatomy WORDS: new, users, use, design, visualizations, interactive, novel, space, large, used",Fast Generation of Virtual X-ray Images for Reconstruction of 3D Anatomy,0.112153883252,0.0815757557616,0.0982650568646,0.0996422813178,0.0888362295969,0.106147417606,0.090337893832,0.107506156977,0.115841901582,0.0996934232101,72
"TITLE: An Information-Aware Framework for Exploring Multivariate Data Sets WORDS: new, novel, users, use, design, visualizations, interactive, space, large, flow",An Information-Aware Framework for Exploring Multivariate Data Sets,0.102517464309,0.134272013556,0.0944789811871,0.0968985782535,0.0841030687241,0.0832040971839,0.0954003519331,0.101362494304,0.116094200608,0.0916687499421,73
"TITLE: Efficient Local Statistical Analysis via Integral Histograms with Discrete Wavelet Transform WORDS: users, use, design, visualizations, interactive, volume, different, study, technique, time",Efficient Local Statistical Analysis via Integral Histograms with Discrete Wavelet Transform,0.0878544458498,0.100770315289,0.0956353849594,0.0843358040391,0.126246557823,0.112210549055,0.0963317017409,0.0929583901564,0.0849430201737,0.118713830913,74
"TITLE: Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging WORDS: new, users, use, design, visualizations, interactive, flow, tasks, space, large",Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,0.0996198382725,0.0956991048685,0.103341818913,0.0945583656756,0.0998708992947,0.0878378421483,0.114455544687,0.107710488415,0.0991393552912,0.0977667424341,75
"TITLE: Contour Boxplots: A Method for Characterizing Uncertainty in Feature Sets from Simulation Ensembles WORDS: users, use, design, visualizations, interactive, volume, different, study, technique, time",Contour Boxplots: A Method for Characterizing Uncertainty in Feature Sets from Simulation Ensembles,0.114711926233,0.0790118229864,0.118480144337,0.114521450392,0.134986160576,0.0851796391654,0.0736168742213,0.0904140613385,0.0800508560773,0.109027064673,76
"TITLE: Uncertainty Quantification in Linear Interpolation for Isosurface Extraction WORDS: used, new, space, large, users, use, design, visualizations, interactive, volume",Uncertainty Quantification in Linear Interpolation for Isosurface Extraction,0.129166416387,0.0921910695948,0.0977019339005,0.068798734936,0.102327223963,0.125025114074,0.0754101833067,0.119523067316,0.096435052651,0.0934212038723,77
"TITLE: Coupled Ensemble Flow Line Advection and Analysis WORDS: users, use, design, visualizations, interactive, used, space, large, different, study",Coupled Ensemble Flow Line Advection and Analysis,0.0982467493653,0.0873082788152,0.0799479530604,0.128242453806,0.0894316956853,0.130442498451,0.0927850597944,0.116616590976,0.0686403650861,0.108338354959,78
"TITLE: Comparative Visual Analysis of Lagrangian Transport in CFD Ensembles WORDS: new, flow, tasks, users, use, design, visualizations, interactive, novel, used",Comparative Visual Analysis of Lagrangian Transport in CFD Ensembles,0.090719400684,0.105165901517,0.106784409474,0.087270043823,0.0716073507946,0.114018464734,0.119706007962,0.0966227807147,0.11560710155,0.0924985387465,79
